Date,Open,High,Low,Close,Volume
2021-09-22 10:00:00,2944.61,2950.56,2943.65,2950.56,6.76924966
2021-09-22 10:15:00,2950.01,2950.01,2933.04,2938.15,16.80755423
2021-09-22 10:30:00,2935.09,2935.09,2922.42,2925.19,15.94800343
2021-09-22 10:45:00,2930.78,2934.35,2925.38,2927.6,2.61645119
2021-09-22 11:00:00,2927.13,2933.94,2917.2,2917.2,1.77233688
2021-09-22 11:15:00,2915.72,2930.85,2911.62,2927.9,10.71062032
2021-09-22 11:30:00,2930.85,2941.13,2929.6,2930.91,3.50048325
2021-09-22 11:45:00,2933.35,2941.57,2933.35,2935.39,2.87893348
2021-09-22 12:00:00,2944.59,2948.79,2931.62,2933.83,15.97156365
2021-09-22 12:15:00,2945.73,2945.73,2925.64,2926.1,64.46571584
2021-09-22 12:30:00,2929.74,2936.63,2915.08,2915.08,16.0150179
2021-09-22 12:45:00,2917.07,2930.73,2917.07,2929.76,6.37183711
2021-09-22 13:00:00,2930.99,2931.0,2914.84,2920.95,32.49834673
2021-09-22 13:15:00,2925.43,2926.01,2914.9,2916.13,20.07586371
2021-09-22 13:30:00,2912.46,2912.46,2882.83,2883.42,27.65878111
2021-09-22 13:45:00,2895.8,2899.0,2895.8,2896.65,11.2673038
2021-09-22 14:00:00,2898.76,2899.0,2884.63,2885.33,27.07540643
2021-09-22 14:15:00,2890.15,2902.75,2890.15,2894.98,2.04198275
2021-09-22 14:30:00,2893.01,2910.13,2893.01,2908.0,12.33666912
2021-09-22 14:45:00,2904.22,2919.58,2904.22,2917.82,37.49858674
2021-09-22 15:00:00,2914.17,2972.06,2914.02,2963.73,34.45307478
2021-09-22 15:15:00,2967.45,2967.89,2939.14,2939.74,6.84545573
2021-09-22 15:30:00,2939.74,2946.25,2929.56,2940.55,51.30857821
2021-09-22 15:45:00,2930.4,2949.22,2930.4,2949.22,13.64007095
2021-09-22 16:00:00,2953.58,2963.5,2949.64,2950.52,4.03069021
2021-09-22 16:15:00,2953.17,2953.17,2939.99,2948.54,584.15112942
2021-09-22 16:30:00,2946.91,2948.59,2939.73,2939.73,236.04974998
2021-09-22 16:45:00,2944.88,2944.88,2925.97,2934.33,11.92248495
2021-09-22 17:00:00,2934.0,2951.31,2934.0,2946.4,16.64068038
2021-09-22 17:15:00,2951.05,2971.96,2946.43,2971.96,9.35009224
2021-09-22 17:30:00,2965.98,3003.73,2962.52,2990.01,54.05259438
2021-09-22 17:45:00,2990.0,3009.89,2985.06,3008.57,47.83297774
2021-09-22 18:00:00,3007.47,3035.13,3000.0,3023.43,74.11140113
2021-09-22 18:15:00,3022.4,3036.09,3016.12,3024.76,59.0906548
2021-09-22 18:30:00,3027.06,3046.33,3017.86,3038.55,27.36423676
2021-09-22 18:45:00,3038.55,3046.2,3032.8,3044.57,28.4687349
2021-09-22 19:00:00,3046.3,3050.0,3024.9,3030.15,58.94441924
2021-09-22 19:15:00,3025.01,3025.01,2995.14,3009.0,79.23113213
2021-09-22 19:30:00,3012.92,3020.39,3011.17,3017.83,27.25365903
2021-09-22 19:45:00,3021.26,3034.16,3019.03,3020.81,8.51784959
2021-09-22 20:00:00,3013.08,3088.26,3009.2,3087.97,94.85266619
2021-09-22 20:15:00,3085.0,3088.31,3071.52,3077.07,8.58978153
2021-09-22 20:30:00,3076.37,3077.33,3028.51,3047.51,107.4943118
2021-09-22 20:45:00,3045.13,3045.13,3005.71,3017.2,67.54657419
2021-09-22 21:00:00,3016.86,3021.57,2994.77,3020.59,22.41184262
2021-09-22 21:15:00,3020.0,3040.04,3020.0,3033.49,20.04272369
2021-09-22 21:30:00,3033.7,3038.11,3022.31,3033.28,17.68613313
2021-09-22 21:45:00,3033.28,3033.28,3016.64,3026.15,37.18218929
2021-09-22 22:00:00,3018.93,3019.8,3009.02,3016.94,8.9654461
2021-09-22 22:15:00,3023.22,3029.17,3017.62,3022.74,2.39919935
2021-09-22 22:30:00,3025.5,3032.76,3024.97,3028.54,9.26453092
2021-09-22 22:45:00,3026.52,3032.41,3020.26,3023.98,44.96320141
2021-09-22 23:00:00,3014.4,3038.76,3014.4,3031.96,9.04383171
2021-09-22 23:15:00,3032.98,3048.06,3032.98,3047.21,11.07129646
2021-09-22 23:30:00,3047.52,3056.59,3035.4,3035.4,12.31975331
2021-09-22 23:45:00,3040.06,3040.06,3015.82,3033.45,2.96584509
2021-09-23 00:00:00,3038.76,3062.79,3038.76,3049.95,10.81719406
2021-09-23 00:15:00,3050.01,3050.71,3030.86,3030.86,18.56996808
2021-09-23 00:30:00,3037.3,3074.27,3037.3,3066.38,32.7193521
2021-09-23 00:45:00,3061.75,3070.06,3058.6,3070.06,1.94736306
2021-09-23 01:00:00,3071.59,3075.84,3058.08,3058.08,17.72592362
2021-09-23 01:15:00,3053.3,3053.3,3050.02,3050.02,0.05569215
2021-09-23 01:30:00,3063.75,3063.75,3052.62,3055.43,5.93956457
2021-09-23 01:45:00,3070.72,3075.85,3070.72,3075.85,0.09578005
2021-09-23 02:00:00,3070.33,3096.41,3059.66,3088.4,90.25720869
2021-09-23 02:15:00,3077.68,3077.68,3056.28,3056.28,2.46685128
2021-09-23 02:30:00,3055.38,3076.23,3055.38,3055.88,74.65053748
2021-09-23 02:45:00,3053.31,3053.31,3040.34,3042.66,0.72733989
2021-09-23 03:00:00,3040.1,3054.93,3037.15,3043.33,1.15636781
2021-09-23 03:15:00,3040.99,3053.84,3040.99,3053.84,4.66078887
2021-09-23 03:30:00,3049.29,3063.04,3049.29,3059.84,14.32387273
2021-09-23 03:45:00,3062.77,3073.0,3062.77,3068.59,6.75472675
2021-09-23 04:00:00,3075.0,3075.0,3060.87,3060.87,2.35151095
2021-09-23 04:15:00,3064.69,3076.56,3064.69,3076.56,15.11830191
2021-09-23 04:30:00,3073.5,3082.61,3073.5,3082.07,3.17115183
2021-09-23 04:45:00,3076.13,3080.5,3071.82,3075.21,3.25091203
2021-09-23 05:00:00,3078.99,3078.99,3067.18,3074.96,1.44997523
2021-09-23 05:15:00,3083.89,3116.18,3083.89,3109.29,57.31225245
2021-09-23 05:30:00,3106.47,3106.47,3095.84,3098.95,5.17394275
2021-09-23 05:45:00,3102.27,3109.88,3102.27,3109.88,10.97687024
2021-09-23 06:00:00,3119.02,3122.22,3112.37,3113.05,5.32343501
2021-09-23 06:15:00,3106.06,3112.71,3104.12,3112.71,1.77913293
2021-09-23 06:30:00,3115.87,3134.14,3115.44,3121.19,18.44955683
2021-09-23 06:45:00,3123.59,3123.59,3112.23,3112.23,7.42891742
2021-09-23 07:00:00,3111.85,3128.81,3111.85,3128.81,8.60150627
2021-09-23 07:15:00,3125.26,3126.58,3110.73,3110.73,18.03563452
2021-09-23 07:30:00,3110.5,3116.93,3105.97,3116.93,14.96285789
2021-09-23 07:45:00,3118.71,3118.71,3110.2,3111.11,5.8443557
2021-09-23 08:00:00,3114.85,3115.69,3104.82,3104.82,11.28201479
2021-09-23 08:15:00,3112.0,3112.0,3100.28,3101.31,4.49656239
2021-09-23 08:30:00,3107.99,3111.81,3107.99,3108.37,1.07052792
2021-09-23 08:45:00,3110.7,3134.51,3110.46,3133.75,13.11421242
2021-09-23 09:00:00,3133.57,3133.57,3115.58,3116.95,33.8853322
2021-09-23 09:15:00,3114.23,3124.61,3114.23,3124.61,2.33711053
2021-09-23 09:30:00,3123.9,3139.45,3123.9,3132.22,7.10534535
2021-09-23 09:45:00,3139.46,3145.5,3133.73,3145.5,5.59562979
2021-09-23 10:00:00,3145.49,3149.11,3131.44,3131.44,29.32563383
2021-09-23 10:15:00,3132.21,3136.18,3130.86,3130.86,1.54914118
2021-09-23 10:30:00,3135.0,3137.12,3123.03,3126.96,40.85982507
2021-09-23 10:45:00,3128.72,3128.9,3117.47,3119.66,8.07015116
2021-09-23 11:00:00,3117.28,3127.02,3109.02,3127.02,18.76969442
2021-09-23 11:15:00,3123.1,3134.63,3123.1,3125.95,16.18254475
2021-09-23 11:30:00,3123.07,3124.09,3114.35,3120.81,4.0380208
2021-09-23 11:45:00,3120.29,3120.29,3113.02,3117.31,5.80206166
2021-09-23 12:00:00,3111.07,3127.67,3096.09,3098.3,13.80340282
2021-09-23 12:15:00,3099.31,3102.28,3070.0,3071.23,38.08246378
2021-09-23 12:30:00,3070.0,3083.37,3069.53,3081.46,5.22551227
2021-09-23 12:45:00,3082.95,3087.63,3082.87,3085.1,5.54437664
2021-09-23 13:00:00,3084.55,3088.6,3061.6,3061.6,43.17989463
2021-09-23 13:15:00,3064.31,3080.49,3061.4,3074.43,17.79617384
2021-09-23 13:30:00,3073.1,3077.51,3054.93,3062.62,19.7791958
2021-09-23 13:45:00,3053.3,3057.15,3041.67,3057.14,29.16525429
2021-09-23 14:00:00,3053.84,3066.34,3048.46,3052.02,4.23259442
2021-09-23 14:15:00,3063.27,3077.7,3054.38,3071.91,6.94697955
2021-09-23 14:30:00,3072.67,3090.0,3072.67,3085.0,15.07991277
2021-09-23 14:45:00,3081.19,3084.36,3069.09,3070.12,19.4904663
2021-09-23 15:00:00,3071.29,3077.47,3067.0,3073.05,42.3842683
2021-09-23 15:15:00,3076.76,3076.76,3071.45,3073.24,40.17165501
2021-09-23 15:30:00,3079.19,3113.07,3079.19,3113.07,40.22179092
2021-09-23 15:45:00,3113.46,3120.0,3106.3,3112.04,15.72364529
2021-09-23 16:00:00,3109.01,3124.43,3108.27,3120.82,3.0012102
2021-09-23 16:15:00,3118.29,3134.51,3114.99,3128.15,40.60471971
2021-09-23 16:30:00,3128.68,3139.21,3128.26,3139.21,13.23653163
2021-09-23 16:45:00,3138.59,3139.51,3128.22,3132.39,11.91591271
2021-09-23 17:00:00,3134.6,3134.6,3125.13,3125.98,11.59815695
2021-09-23 17:15:00,3128.12,3129.98,3108.93,3110.42,15.17318681
2021-09-23 17:30:00,3106.27,3106.29,3097.62,3103.72,16.80481172
2021-09-23 17:45:00,3103.72,3103.72,3089.78,3097.54,13.59649486
2021-09-23 18:00:00,3097.0,3106.36,3088.99,3088.99,20.3052899
2021-09-23 18:15:00,3089.44,3098.54,3088.65,3093.96,15.47333399
2021-09-23 18:30:00,3092.32,3112.33,3092.32,3105.65,30.45057707
2021-09-23 18:45:00,3103.1,3103.1,3095.95,3095.95,0.98903932
2021-09-23 19:00:00,3114.74,3130.27,3114.74,3120.56,12.09656265
2021-09-23 19:15:00,3130.49,3165.22,3130.49,3164.13,54.82982311
2021-09-23 19:30:00,3165.72,3173.99,3151.66,3167.0,33.95872619
2021-09-23 19:45:00,3164.17,3165.99,3158.18,3164.76,37.7942804
2021-09-23 20:00:00,3163.53,3173.05,3130.6,3138.6,64.05713048
2021-09-23 20:15:00,3135.75,3154.05,3135.61,3150.2,4.26283477
2021-09-23 20:30:00,3150.15,3155.75,3143.99,3143.99,14.33291631
2021-09-23 20:45:00,3144.19,3149.43,3142.22,3149.43,10.34575761
2021-09-23 21:00:00,3150.34,3154.2,3144.89,3154.2,2.82854061
2021-09-23 21:15:00,3153.59,3155.86,3148.82,3150.53,9.95813007
2021-09-23 21:30:00,3139.22,3152.36,3139.22,3151.25,4.94538833
2021-09-23 21:45:00,3147.76,3150.92,3147.7,3147.74,1.30791403
2021-09-23 22:00:00,3149.1,3149.1,3135.34,3139.02,11.88094044
2021-09-23 22:15:00,3135.87,3135.87,3124.46,3126.9,15.34827821
2021-09-23 22:30:00,3132.78,3132.78,3127.38,3131.94,2.03277924
2021-09-23 22:45:00,3141.32,3141.32,3137.71,3137.71,0.3995927
2021-09-23 23:00:00,3139.97,3144.34,3136.39,3139.63,8.52536583
2021-09-23 23:15:00,3143.31,3145.34,3143.31,3145.34,18.86702471
2021-09-23 23:30:00,3148.19,3148.19,3140.21,3140.29,5.2689121
2021-09-23 23:45:00,3139.06,3139.06,3131.65,3138.82,5.89957509
2021-09-24 00:00:00,3146.71,3163.27,3143.11,3159.91,56.08964199
2021-09-24 00:15:00,3151.45,3151.45,3126.25,3135.8,32.2864293
2021-09-24 00:30:00,3135.11,3136.17,3131.81,3136.17,6.31969584
2021-09-24 00:45:00,3144.29,3153.69,3144.29,3144.3,2.90544709
2021-09-24 01:00:00,3135.34,3138.88,3127.04,3127.04,12.32964766
2021-09-24 01:15:00,3130.01,3136.09,3130.01,3135.61,4.07541084
2021-09-24 01:30:00,3135.6,3151.07,3135.36,3151.07,21.51998662
2021-09-24 01:45:00,3153.52,3155.01,3149.52,3155.01,7.52440627
2021-09-24 02:00:00,3151.13,3157.27,3141.69,3146.81,30.61240427
2021-09-24 02:15:00,3148.16,3148.16,3136.22,3139.84,9.37118413
2021-09-24 02:30:00,3139.84,3139.84,3139.84,3139.84,0.0
2021-09-24 02:45:00,3135.34,3135.34,3130.0,3130.0,8.00554321
2021-09-24 03:00:00,3129.07,3129.07,3129.06,3129.06,1.0
2021-09-24 03:15:00,3127.88,3127.88,3113.68,3123.61,26.27847502
2021-09-24 03:30:00,3119.82,3123.25,3119.82,3123.25,3.00452763
2021-09-24 03:45:00,3121.37,3123.4,3087.53,3091.4,93.124258
2021-09-24 04:00:00,3100.64,3101.4,3082.76,3100.96,41.01241813
2021-09-24 04:15:00,3100.96,3104.67,3097.22,3097.22,4.33791908
2021-09-24 04:30:00,3091.76,3095.55,3088.05,3095.55,74.05842805
2021-09-24 04:45:00,3093.93,3098.24,3091.48,3098.24,7.02879711
2021-09-24 05:00:00,3099.8,3111.02,3099.8,3106.42,23.32396897
2021-09-24 05:15:00,3102.82,3104.72,3089.6,3101.92,47.1362953
2021-09-24 05:30:00,3100.31,3106.34,3093.96,3097.08,63.83915013
2021-09-24 05:45:00,3095.45,3097.67,3070.75,3075.0,48.69572236
2021-09-24 06:00:00,3075.0,3085.45,3057.33,3063.32,25.33156254
2021-09-24 06:15:00,3062.77,3077.72,3060.36,3072.31,23.04903855
2021-09-24 06:30:00,3071.34,3082.6,3071.34,3082.29,19.82212985
2021-09-24 06:45:00,3082.6,3085.28,3072.17,3077.25,23.96711365
2021-09-24 07:00:00,3077.81,3077.81,3064.61,3069.17,80.65389733
2021-09-24 07:15:00,3061.41,3062.23,3042.0,3050.0,53.21887049
2021-09-24 07:30:00,3041.64,3065.14,3041.16,3065.14,15.13980348
2021-09-24 07:45:00,3063.38,3074.38,3063.38,3072.78,21.37193687
2021-09-24 08:00:00,3070.41,3085.29,3068.5,3085.28,25.74564223
2021-09-24 08:15:00,3085.28,3094.31,3085.28,3089.46,28.03749915
2021-09-24 08:30:00,3088.0,3088.0,3068.52,3068.52,11.03196822
2021-09-24 08:45:00,3066.11,3068.33,3060.98,3060.98,7.67255373
2021-09-24 09:00:00,3060.2,3106.69,3060.2,3106.69,93.77731685
2021-09-24 09:15:00,3109.7,3113.09,3094.06,3096.07,21.69809384
2021-09-24 09:30:00,3094.05,3109.64,3085.62,3109.64,47.7984538
2021-09-24 09:45:00,3110.76,3113.47,3090.98,3090.98,13.37488304
2021-09-24 10:00:00,3088.86,3100.12,3088.86,3100.12,12.66997949
2021-09-24 10:15:00,3101.29,3111.89,3101.29,3110.52,17.75186449
2021-09-24 10:30:00,3109.52,3111.39,3103.23,3103.23,11.51615888
2021-09-24 10:45:00,3102.78,3104.57,3050.0,3052.76,40.98325459
2021-09-24 11:00:00,3048.01,3048.01,2929.19,2933.31,321.80864713
2021-09-24 11:15:00,2935.96,2938.97,2862.59,2880.6,177.32077781
2021-09-24 11:30:00,2881.88,2919.22,2877.98,2900.98,148.45714301
2021-09-24 11:45:00,2899.06,2900.38,2859.61,2863.59,224.27363011
2021-09-24 12:00:00,2859.32,2904.29,2838.42,2903.8,618.15120851
2021-09-24 12:15:00,2903.47,2903.47,2876.52,2878.86,926.69194584
2021-09-24 12:30:00,2878.86,2878.86,2838.81,2852.85,1293.61099498
2021-09-24 12:45:00,2861.11,2861.11,2815.91,2835.58,165.36991211
2021-09-24 13:00:00,2833.88,2845.0,2758.0,2758.0,645.01276106
2021-09-24 13:15:00,2755.65,2816.92,2738.11,2801.72,2712.17391852
2021-09-24 13:30:00,2802.17,2822.37,2768.49,2822.37,1694.55122216
2021-09-24 13:45:00,2824.73,2836.15,2810.09,2832.54,192.48024032
2021-09-24 14:00:00,2825.26,2825.26,2796.7,2800.0,1371.78261626
2021-09-24 14:15:00,2813.0,2849.52,2808.92,2849.52,1665.92192876
2021-09-24 14:30:00,2848.91,2848.91,2824.67,2829.72,48.08483173
2021-09-24 14:45:00,2822.5,2822.5,2793.38,2796.71,71.14203645
2021-09-24 15:00:00,2800.0,2814.7,2780.69,2795.52,15.36072869
2021-09-24 15:15:00,2805.06,2805.06,2769.4,2794.57,37.6662592
2021-09-24 15:30:00,2795.78,2867.32,2795.78,2852.26,76.44338125
2021-09-24 15:45:00,2848.24,2874.32,2840.41,2863.92,55.91902723
2021-09-24 16:00:00,2858.19,2901.46,2858.19,2893.68,55.47955916
2021-09-24 16:15:00,2891.15,2936.14,2876.62,2926.7,70.69641502
2021-09-24 16:30:00,2928.57,2938.98,2910.25,2924.13,28.08674052
2021-09-24 16:45:00,2922.97,2922.97,2889.51,2896.6,40.14544816
2021-09-24 17:00:00,2890.3,2900.76,2883.37,2884.63,10.43426645
2021-09-24 17:15:00,2889.13,2895.68,2877.37,2883.18,154.04858684
2021-09-24 17:30:00,2883.18,2883.34,2848.28,2866.65,24.16883142
2021-09-24 17:45:00,2862.84,2876.31,2856.79,2876.31,26.86865327
2021-09-24 18:00:00,2878.79,2890.98,2873.83,2885.23,20.60239491
2021-09-24 18:15:00,2882.08,2897.17,2882.08,2890.45,21.07740575
2021-09-24 18:30:00,2892.09,2905.07,2891.91,2891.91,15.31253686
2021-09-24 18:45:00,2905.08,2914.65,2901.37,2904.98,2.71502544
2021-09-24 19:00:00,2905.01,2905.01,2881.0,2889.37,13.51108376
2021-09-24 19:15:00,2896.69,2902.27,2891.46,2902.27,12.23035196
2021-09-24 19:30:00,2876.98,2877.53,2867.05,2869.82,7.77990922
2021-09-24 19:45:00,2870.98,2879.29,2868.94,2875.78,1.27970616
2021-09-24 20:00:00,2879.55,2891.0,2877.18,2890.04,5.16414728
2021-09-24 20:15:00,2888.93,2907.42,2888.93,2907.16,6.33342386
2021-09-24 20:30:00,2895.92,2895.96,2894.34,2895.11,40.0448559
2021-09-24 20:45:00,2907.17,2909.32,2893.36,2893.36,5.74705437
2021-09-24 21:00:00,2896.56,2903.96,2894.64,2894.64,3.5825352
2021-09-24 21:15:00,2899.16,2904.63,2894.09,2904.63,16.39198601
